SID:010,4,MIKN2A,RW08L,TT115,UT,P,C,E   , ,   ,CF, ,TKT,UT,D, ,      ,0754,0132,0760,0108,+,03500,     ,13000,-,200,    ,   ,TKT,UT,D, , , , , ;
SID:020,4,MIKN2A,RW08L,TT118,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,     ,-,200,    ,   , , , , , , , , ;
SID:030,4,MIKN2A,RW08L,DAKZO,UT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,MIKN2A,RW08R,TT116,UT,P,C,E   , ,   ,CF, ,TKT,UT,D, ,      ,0759,0132,0760,0109,+,03500,     ,13000,-,200,    ,   ,TKT,UT,D, , , , , ;
SID:020,4,MIKN2A,RW08R,TT118,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,     ,-,200,    ,   , , , , , , , , ;
SID:030,4,MIKN2A,RW08R,DAKZO,UT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,MIKN2A, ,DAKZO,UT,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05500,     ,13000, ,   ,    ,   ,TKT,UT,D, , , , , ;
SID:020,5,MIKN2A, ,TT237,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,MIKN2A, ,TT225,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,MIKN2A, ,ANWAT,UT,E,A,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,MIKN2A, ,WIKWI,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,MIKN2A, ,TT240,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,MIKN2A, ,TT241,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,MIKN2A, ,TT242,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,MIKN2A, ,MIKNO,UA,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,MIKN2C,RW26L,TT120,UT,P,C,E   , ,   ,CF, ,TKT,UT,D, ,      ,2548,0038,2560,0039,+,02000,     ,13000,-,220,    ,   ,TKT,UT,D, , , , , ;
SID:020,4,MIKN2C,RW26L,ANWAT,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,4,MIKN2C,RW26L,WIKWI,UT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,MIKN2C,RW26R,TT119,UT,P,C,E   , ,   ,CF, ,TKT,UT,D, ,      ,2565,0038,2560,0039,+,02000,     ,13000,-,220,    ,   ,TKT,UT,D, , , , , ;
SID:020,4,MIKN2C,RW26R,ANWAT,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,4,MIKN2C,RW26R,WIKWI,UT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,MIKN2C, ,WIKWI,UT,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13000, ,   ,    ,   ,TKT,UT,D, , , , , ;
SID:020,5,MIKN2C, ,TT240,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,MIKN2C, ,TT241,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,MIKN2C, ,TT242,UT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,MIKN2C, ,MIKNO,UA,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL240,12000,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ODOR2A,RW08L,TT115,UT,P,C,E   , ,   ,CF, ,TKT,UT,D, ,      ,0754,0132,0760,0108,+,03500,     ,13000,-,200,    ,   ,TKT,UT,D, , , , , ;
